"","census_county_fips","primary16_clinton","primary16_sanders"
"1",20173,0.485,0.463571429
"2",42113,0.503,0.476
"3",21183,0.413,0.5
"4",48247,0.75,0.188
"5",1081,0.736,0.254
"6",13265,0.864,0.128
"7",47137,0.756,0.226
"8",8071,0.386,0.512
"9",13247,0.78,0.218
"10",13047,0.508,0.481
"11",2060,0.2206,0.779293333
"12",48423,0.736,0.254
"13",26161,0.437,0.554
"14",30069,0.471,0.471
"15",38067,0.444583333,0.477083333
"16",55079,0.517,0.48
"17",53065,0.184,0.808
"18",46123,0.481,0.519
"19",35051,0.43,0.57
"20",31113,0.667,0.333
"21",13303,0.864,0.127
"22",30051,0.479,0.454
"23",19113,0.474,0.523
"24",35027,0.494,0.506
"25",40139,0.317,0.467
"26",27065,0.465952381,0.464285714
"27",24027,0.603,0.366
"28",20181,0.478978495,0.459301075
"29",28049,0.841,0.153
"30",31175,0.614,0.386
"31",17061,0.469,0.494
"32",18071,0.515,0.485
"33",36095,0.364,0.636
"34",5051,0.687,0.301
"35",55005,0.462,0.532
"36",20067,0.478978495,0.459301075
"37",47093,0.51,0.479
"38",5145,0.69,0.279
"39",27075,0.465952381,0.464285714
"40",48025,0.751,0.212
"41",49005,0.177,0.815
"42",51530,0.584,0.408
"43",18059,0.408,0.592
"44",20121,0.51,0.42
"45",4001,0.664,0.288
"46",48033,0.8,0.2
"47",22085,0.498,0.333
"48",28121,0.771,0.223
"49",31103,0.444,0.556
"50",48029,0.668,0.321
"51",19077,0.55,0.45
"52",12065,0.646,0.295
"53",38055,0.444583333,0.477083333
"54",39095,0.569,0.427
"55",29053,0.501,0.486
"56",36061,0.663,0.337
"57",24013,0.463,0.475
"58",13145,0.75,0.245
"59",27089,0.465952381,0.464285714
"60",45037,0.818,0.167
"61",47029,0.556,0.433
"62",5097,0.66,0.296
"63",32019,0.476,0.524
"64",48289,0.743,0.229
"65",6047,0.57,0.413
"66",42045,0.597,0.398
"67",6055,0.602,0.39
"68",4009,0.491,0.446
"69",42053,0.521,0.459
"70",37165,0.63,0.269
"71",17059,0.403,0.504
"72",55133,0.484,0.514
"73",45051,0.672,0.324
"74",55055,0.387,0.611
"75",39061,0.595,0.402
"76",48213,0.716,0.269
"77",13295,0.53,0.455
"78",21187,0.346,0.55
"79",48173,0.5,0.5
"80",37175,0.458,0.499
"81",8043,0.412,0.571
"82",47183,0.632,0.332
"83",27147,0.465952381,0.464285714
"84",12061,0.624,0.355
"85",51735,0.465,0.528
"86",19115,0.56,0.42
"87",51153,0.638,0.355
"88",20205,0.478978495,0.459301075
"89",34007,0.624,0.376
"90",1091,0.658,0.2
"91",42131,0.483,0.503
"92",46093,0.432,0.568
"93",46087,0.618,0.382
"94",29055,0.412,0.562
"95",19009,0.625,0.375
"96",48505,0.678,0.236
"97",13049,0.737,0.225
"98",36065,0.454,0.546
"99",42049,0.518,0.473
"100",48335,0.741,0.211
"101",29141,0.515,0.471
"102",27137,0.425,0.505
"103",49051,0.233,0.764
"104",21215,0.427,0.512
"105",13319,0.833,0.155
"106",47005,0.635,0.325
"107",19051,0.58,0.42
"108",6045,0.364,0.629
"109",53049,0.189,0.811
"110",18131,0.426,0.574
"111",36119,0.674,0.326
"112",8027,0.43,0.57
"113",48507,0.755,0.181
"114",41071,0.452,0.548
"115",48359,0.688,0.25
"116",54083,0.318,0.523
"117",48341,0.598,0.325
"118",51127,0.678,0.314
"119",18011,0.448,0.552
"120",12021,0.661,0.319
"121",20207,0.478978495,0.459301075
"122",37199,0.405,0.495
"123",17161,0.516,0.471
"124",26071,0.483,0.5
"125",5003,0.474,0.338
"126",5013,0.45,0.34
"127",37103,0.58,0.32
"128",20149,0.458,0.47
"129",12041,0.375,0.507
"130",47081,0.609,0.362
"131",48323,0.695,0.242
"132",48065,0.625,0.375
"133",38007,0.444583333,0.477083333
"134",51011,0.67,0.321
"135",38031,0.444583333,0.477083333
"136",48339,0.595,0.398
"137",27091,0.465952381,0.464285714
"138",20035,0.48,0.46
"139",19065,0.526,0.469
"140",13187,0.506,0.481
"141",37057,0.503,0.435
"142",19125,0.5,0.48
"143",18105,0.347,0.653
"144",13191,0.844,0.146
"145",13275,0.782,0.21
"146",48181,0.528,0.459
"147",21133,0.267,0.569
"148",20023,0.478978495,0.459301075
"149",25001,0.49012264,0.499820607
"150",47073,0.587,0.38
"151",29145,0.439,0.55
"152",47149,0.572,0.417
"153",51099,0.594,0.397
"154",31139,0.333,0.667
"155",28085,0.851,0.145
"156",17113,0.371,0.624
"157",42077,0.524,0.47
"158",47097,0.829,0.155
"159",12105,0.63,0.333
"160",17101,0.47,0.483
"161",42087,0.483,0.499
"162",47041,0.691,0.309
"163",48053,0.594,0.393
"164",29171,0.468,0.495
"165",11063,0.779895432,0.21008905
"166",26081,0.373,0.625
"167",37037,0.55,0.409
"168",17045,0.474,0.497
"169",20031,0.478978495,0.459301075
"170",19149,0.554,0.446
"171",51163,0.571,0.428
"172",26085,0.501,0.47
"173",37151,0.466,0.458
"174",6035,0.455,0.508
"175",26109,0.487,0.47
"176",6111,0.538,0.452
"177",39123,0.554,0.434
"178",48091,0.6,0.39
"179",29203,0.506,0.465
"180",5045,0.586,0.398
"181",42017,0.559,0.431
"182",36055,0.518,0.482
"183",50021,0.140068389,0.849923983
"184",13215,0.791,0.205
"185",19143,0.566,0.384
"186",27021,0.465952381,0.464285714
"187",31051,0.459,0.541
"188",34003,0.618,0.382
"189",30017,0.511,0.41
"190",40027,0.376,0.593
"191",28023,0.863,0.125
"192",26029,0.367,0.609
"193",40003,0.28,0.581
"194",36107,0.403,0.597
"195",17107,0.428,0.564
"196",54073,0.333,0.552
"197",39139,0.555,0.433
"198",29007,0.496,0.482
"199",18089,0.567,0.433
"200",31057,0.933,0.067
"201",30073,0.498,0.455
"202",12123,0.459,0.424
"203",2070,0.22011646,0.779860248
"204",48155,0.343,0.481
"205",21021,0.499,0.439
"206",38029,0.444583333,0.477083333
"207",55027,0.418,0.579
"208",34009,0.55,0.45
"209",27117,0.465952381,0.464285714
"210",10003,0.595,0.397
"211",51133,0.75,0.243
"212",48023,0.613,0.32
"213",29065,0.405,0.556
"214",18163,0.457,0.543
"215",16007,0.324,0.676
"216",29095,0.529,0.464
"217",42019,0.521,0.464
"218",38071,0.444583333,0.477083333
"219",51031,0.657,0.338
"220",48047,0.744,0.168
"221",38045,0.49,0.46
"222",22017,0.798,0.168
"223",46017,0.608,0.392
"224",27103,0.465952381,0.464285714
"225",21177,0.433,0.457
"226",50017,0.110084016,0.889902246
"227",37187,0.621,0.27
"228",48147,0.63,0.346
"229",33017,0.356806941,0.643193059
"230",30003,0.443,0.515
"231",48153,0.659,0.264
"232",40109,0.501,0.474
"233",20171,0.478978495,0.459301075
"234",8109,0.174,0.811
"235",27101,0.465952381,0.464285714
"236",41003,0.388,0.612
"237",20017,0.478978495,0.459301075
"238",36075,0.442,0.558
"239",45021,0.779,0.214
"240",18043,0.527,0.473
"241",20013,0.478978495,0.459301075
"242",28151,0.877,0.12
"243",18143,0.552,0.448
"244",13119,0.627,0.362
"245",46105,0.316,0.684
"246",31007,0.571,0.429
"247",37041,0.618,0.298
"248",19167,0.481,0.506
"249",36045,0.491,0.509
"250",51149,0.777,0.221
"251",51187,0.48,0.514
"252",46113,0.425,0.575
"253",47003,0.678,0.293
"254",36023,0.427,0.573
"255",6019,0.595,0.392
"256",13239,0.91,0.071
"257",48413,0.644,0.267
"258",38039,0.444583333,0.477083333
"259",28117,0.71,0.262
"260",16027,0.173,0.818
"261",34005,0.62,0.38
"262",54003,0.44,0.492
"263",5117,0.517,0.357
"264",48037,0.761,0.214
"265",48199,0.595,0.379
"266",4011,0.546,0.357
"267",47049,0.632,0.343
"268",12115,0.611,0.373
"269",48275,0.716,0.179
"270",40105,0.382,0.499
"271",19035,0.454,0.546
"272",48087,0.59,0.393
"273",36001,0.475,0.525
"274",2280,0.188197318,0.81178677
"275",40013,0.312,0.568
"276",55091,0.436,0.561
"277",26025,0.464,0.515
"278",20005,0.44,0.49
"279",51800,0.795,0.2
"280",13113,0.711,0.286
"281",30081,0.452,0.52
"282",13021,0.828,0.168
"283",17115,0.538,0.452
"284",20057,0.53,0.45
"285",42003,0.551,0.441
"286",26131,0.444,0.491
"287",47099,0.536,0.359
"288",21007,0.32,0.52
"289",36015,0.496,0.504
"290",42039,0.484,0.5
"291",46035,0.552,0.448
"292",17149,0.508,0.463
"293",31041,0.351,0.649
"294",47141,0.519,0.459
"295",37137,0.53,0.389
"296",50009,0.139964753,0.860025176
"297",42095,0.512,0.478
"298",6017,0.515,0.472
"299",40007,0.289,0.522
"300",29157,0.493,0.494
"301",40103,0.353,0.548
"302",26063,0.46,0.519
"303",48203,0.788,0.204
"304",21211,0.478,0.445
"305",8095,0.344,0.563
"306",42055,0.517,0.47
"307",1111,0.706,0.187
"308",28055,0.884,0.101
"309",47079,0.662,0.3
"310",6099,0.549,0.433
"311",22063,0.454,0.387
"312",24005,0.578,0.37
"313",34031,0.677,0.323
"314",48273,0.707,0.256
"315",35029,0.562,0.438
"316",37031,0.485,0.444
"317",12119,0.681,0.293
"318",41065,0.412,0.588
"319",18013,0.388,0.612
"320",31009,0.444,0.556
"321",26149,0.377,0.605
"322",17021,0.468,0.512
"323",53017,0.267,0.733
"324",26019,0.335,0.648
"325",31015,0.565,0.435
"326",48495,0.698,0.256
"327",54109,0.246,0.52
"328",51027,0.704,0.283
"329",5019,0.752,0.225
"330",8041,0.384,0.611
"331",35006,0.515,0.485
"332",42099,0.426,0.562
"333",55103,0.416,0.582
"334",55023,0.414,0.578
"335",26125,0.514,0.468
"336",21065,0.476,0.47
"337",48351,0.462,0.404
"338",1059,0.484,0.301
"339",31045,0.314,0.686
"340",27111,0.465952381,0.464285714
"341",48035,0.626,0.353
"342",1077,0.652,0.309
"343",20001,0.44,0.46
"344",13069,0.77,0.217
"345",36013,0.46,0.54
"346",31005,0.25,0.75
"347",29033,0.463,0.507
"348",35003,0.386,0.614
"349",1033,0.65,0.225
"350",48051,0.74,0.235
"351",13055,0.637,0.34
"352",13181,0.845,0.146
"353",37179,0.558,0.406
"354",26093,0.381,0.594
"355",48175,0.664,0.258
"356",48353,0.655,0.296
"357",48411,0.674,0.314
"358",13201,0.776,0.18
"359",17183,0.512,0.472
"360",19145,0.494,0.506
"361",40123,0.296,0.598
"362",41053,0.455,0.545
"363",47121,0.663,0.303
"364",51105,0.635,0.342
"365",46027,0.506,0.494
"366",24045,0.588,0.349
"367",51680,0.616,0.381
"368",5081,0.531,0.325
"369",48435,0.692,0.256
"370",29199,0.441,0.547
"371",30085,0.412,0.521
"372",13285,0.789,0.2
"373",48491,0.527,0.467
"374",39131,0.568,0.403
"375",51083,0.808,0.186
"376",54065,0.393,0.551
"377",12095,0.638,0.351
"378",20119,0.56,0.39
"379",6001,0.537,0.458
"380",15009,0.212,0.785
"381",48229,0.538,0.355
"382",32027,0.478,0.493
"383",48387,0.79,0.182
"384",40101,0.448,0.466
"385",47035,0.578,0.391
"386",20145,0.478978495,0.459301075
"387",37051,0.639,0.31
"388",8103,0.308,0.692
"389",22029,0.767,0.138
"390",20169,0.466666667,0.48
"391",22069,0.681,0.226
"392",19043,0.49,0.51
"393",47017,0.676,0.288
"394",17137,0.412,0.575
"395",24015,0.454,0.452
"396",1095,0.621,0.341
"397",42073,0.587,0.399
"398",19037,0.601,0.389
"399",16013,0.316,0.683
"400",36005,0.7,0.3
"401",20047,0.478978495,0.459301075
"402",1083,0.728,0.255
"403",18099,0.413,0.587
"404",8119,0.358,0.622
"405",27161,0.465952381,0.464285714
"406",35055,0.432,0.568
"407",39149,0.523,0.452
"408",28115,0.712,0.263
"409",35047,0.594,0.406
"410",48425,0.508,0.485
"411",55123,0.356,0.641
"412",19093,0.533,0.467
"413",39059,0.53,0.452
"414",17079,0.405,0.536
"415",21165,0.448,0.465
"416",12073,0.565,0.411
"417",48221,0.626,0.356
"418",22001,0.537,0.314
"419",20097,0.478978495,0.459301075
"420",40021,0.387,0.554
"421",37085,0.551,0.368
"422",39053,0.477,0.488
"423",13105,0.75,0.24
"424",21107,0.327,0.522
"425",5087,0.417,0.414
"426",51119,0.653,0.345
"427",20193,0.478978495,0.459301075
"428",13115,0.645,0.342
"429",19053,0.502,0.472
"430",40153,0.308,0.624
"431",8001,0.383,0.61
"432",40097,0.4,0.517
"433",1121,0.865,0.122
"434",47135,0.65,0.326
"435",13079,0.791,0.193
"436",27125,0.465952381,0.464285714
"437",18121,0.421,0.579
"438",31101,0.519,0.481
"439",35039,0.602,0.398
"440",39125,0.558,0.417
"441",30019,0.512,0.346
"442",5079,0.757,0.192
"443",17105,0.433,0.555
"444",18123,0.549,0.451
"445",51685,0.574,0.422
"446",19111,0.547,0.453
"447",41039,0.39,0.61
"448",28105,0.758,0.235
"449",8087,0.446,0.554
"450",31117,0.75,0.25
"451",30063,0.369,0.604
"452",28079,0.854,0.138
"453",27109,0.45,0.48
"454",12023,0.529,0.386
"455",22067,0.788,0.155
"456",17071,0.52,0.455
"457",55135,0.397,0.597
"458",6091,0.432,0.558
"459",30035,0.432,0.5
"460",5141,0.607,0.344
"461",48159,0.676,0.303
"462",53027,0.267,0.724
"463",53029,0.306,0.691
"464",54097,0.365,0.529
"465",20187,0.478978495,0.459301075
"466",12131,0.5,0.449
"467",17013,0.45,0.507
"468",13019,0.667,0.3
"469",22095,0.848,0.125
"470",32007,0.442,0.558
"471",35011,0.457,0.543
"472",34027,0.584,0.416
"473",40059,0.261,0.579
"474",48375,0.566,0.414
"475",27127,0.465952381,0.464285714
"476",12107,0.494,0.427
"477",20099,0.375,0.525
"478",45039,0.874,0.118
"479",13263,0.867,0.122
"480",49031,0,0
"481",30047,0.445,0.53
"482",48401,0.781,0.194
"483",39083,0.485,0.506
"484",48321,0.742,0.234
"485",48471,0.613,0.374
"486",36037,0.451,0.549
"487",31071,0,0
"488",37077,0.588,0.34
"489",31039,0.567,0.433
"490",8055,0.362,0.584
"491",48429,0.556,0.432
"492",48195,0.583,0.333
"493",20137,0.45,0.46
"494",13167,0.851,0.14
"495",22027,0.763,0.157
"496",16035,0.418,0.582
"497",56003,0.5,0.5
"498",18175,0.517,0.483
"499",13101,0.457,0.514
"500",47115,0.62,0.332
"501",22025,0.606,0.273
"502",29207,0.566,0.411
"503",8005,0.463,0.53
"504",40023,0.29,0.564
"505",19063,0.56,0.44
"506",51137,0.599,0.394
"507",1103,0.731,0.252
"508",19105,0.466,0.534
"509",47077,0.689,0.297
"510",47057,0.611,0.354
"511",6089,0.478,0.5
"512",38041,0.444583333,0.477083333
"513",48161,0.768,0.206
"514",51175,0.838,0.151
"515",36077,0.409,0.591
"516",5063,0.645,0.317
"517",8051,0.224,0.763
"518",55127,0.38,0.617
"519",8017,0.5,0.4
"520",13073,0.669,0.325
"521",18151,0.467,0.533
"522",31023,0.472,0.528
"523",53005,0.217,0.783
"524",2100,0.170260102,0.829739898
"525",17193,0.49,0.46
"526",31167,0.352,0.648
"527",48355,0.705,0.278
"528",46091,0.629,0.371
"529",18167,0.448,0.552
"530",27085,0.465952381,0.464285714
"531",28099,0.781,0.209
"532",13253,0.844,0.145
"533",6095,0.568,0.423
"534",47171,0.46,0.513
"535",48077,0.628,0.335
"536",35009,0.467,0.533
"537",13283,0.822,0.159
"538",46119,0.42,0.58
"539",39023,0.587,0.405
"540",44009,0.380064837,0.609913948
"541",46109,0.497,0.503
"542",40031,0.449,0.485
"543",39037,0.542,0.434
"544",8085,0.447,0.549
"545",51061,0.545,0.447
"546",26099,0.488,0.474
"547",13053,0.813,0.179
"548",22083,0.761,0.148
"549",48103,0.66,0.255
"550",55039,0.427,0.571
"551",47031,0.625,0.346
"552",48303,0.574,0.409
"553",21143,0.405,0.457
"554",20141,0.478978495,0.459301075
"555",13293,0.808,0.183
"556",54075,0.348,0.548
"557",13125,0.623,0.311
"558",42117,0.433,0.553
"559",17167,0.469,0.526
"560",19157,0.472,0.528
"561",29217,0.478,0.505
"562",22107,0.828,0.103
"563",21227,0.449,0.499
"564",19179,0.548,0.447
"565",17127,0.513,0.469
"566",6041,0.576,0.42
"567",29119,0.476,0.503
"568",48309,0.67,0.319
"569",28073,0.725,0.27
"570",48255,0.528,0.35
"571",45017,0.861,0.135
"572",40005,0.284,0.554
"573",46065,0.519,0.481
"574",1061,0.749,0.216
"575",46061,0.539,0.461
"576",13257,0.607,0.375
"577",48001,0.756,0.227
"578",56037,0.455,0.545
"579",21077,0.395,0.516
"580",37015,0.695,0.254
"581",26061,0.348,0.64
"582",37291,0.541790178,0.408582412
"583",38011,0.44,0.48
"584",19049,0.575,0.417
"585",51019,0.565,0.429
"586",45011,0.874,0.117
"587",26079,0.372,0.623
"588",19073,0.539,0.461
"589",41027,0.393,0.607
"590",8025,0.469,0.5
"591",36025,0.391,0.609
"592",27017,0.465952381,0.464285714
"593",37019,0.601,0.355
"594",26059,0.402,0.567
"595",42005,0.482,0.497
"596",30083,0.545,0.397
"597",37017,0.596,0.264
"598",49033,0,0
"599",53007,0.283,0.717
"600",13177,0.742,0.246
"601",18091,0.459,0.541
"602",29039,0.47,0.511
"603",31037,0.6,0.4
"604",17017,0.469,0.502
"605",47111,0.652,0.321
"606",36079,0.493,0.507
"607",5057,0.795,0.166
"608",5101,0.469,0.516
"609",55115,0.415,0.582
"610",18157,0.385,0.615
"611",6083,0.502,0.49
"612",31077,0.55,0.45
"613",22113,0.54,0.349
"614",48463,0.633,0.277
"615",39151,0.565,0.426
"616",13159,0.814,0.171
"617",8003,0.34,0.63
"618",51115,0.633,0.358
"619",16023,0.192,0.769
"620",13259,0.9,0.09
"621",53073,0.192,0.805
"622",48267,0.446,0.523
"623",48251,0.585,0.403
"624",53025,0.204,0.789
"625",21221,0.408,0.483
"626",2158,0.248608911,0.751361386
"627",45015,0.72,0.272
"628",1015,0.765,0.218
"629",28009,0.852,0.142
"630",6101,0.546,0.436
"631",19183,0.538,0.462
"632",29021,0.445,0.537
"633",48311,0.8,0.2
"634",29229,0.505,0.484
"635",48245,0.769,0.206
"636",8014,0.352,0.632
"637",40017,0.384,0.563
"638",16037,0.279,0.721
"639",26049,0.517,0.465
"640",6023,0.31,0.68
"641",47047,0.841,0.152
"642",6093,0.4,0.58
"643",39033,0.514,0.436
"644",25023,0.48035416,0.499680181
"645",27043,0.465952381,0.464285714
"646",13143,0.551,0.415
"647",31097,0.453,0.547
"648",54101,0.248,0.54
"649",48443,0.435,0.416
"650",41033,0.433,0.567
"651",20065,0.478978495,0.459301075
"652",8047,0.298,0.698
"653",13233,0.686,0.293
"654",35043,0.517,0.483
"655",55045,0.387,0.609
"656",28061,0.896,0.092
"657",22047,0.696,0.196
"658",37167,0.491,0.414
"659",13299,0.75,0.232
"660",48433,0.578,0.353
"661",27133,0.465952381,0.464285714
"662",30065,0.413,0.516
"663",1007,0.755,0.197
"664",13205,0.858,0.13
"665",21207,0.482,0.467
"666",27163,0.426666667,0.47
"667",16071,0.455,0.545
"668",37113,0.479,0.442
"669",54007,0.349,0.513
"670",46101,0.559,0.441
"671",38021,0.444583333,0.477083333
"672",46005,0.573,0.427
"673",29067,0.405,0.581
"674",55139,0.385,0.612
"675",24510,0.654,0.312
"676",53003,0.328,0.672
"677",16045,0.269,0.704
"678",46059,0.517,0.483
"679",8089,0.451,0.543
"680",46013,0.546,0.454
"681",40057,0.372,0.509
"682",31081,0.343,0.657
"683",35369,0.516843221,0.483269461
"684",19005,0.507,0.493
"685",2185,0.140813775,0.859184032
"686",27005,0.465952381,0.464285714
"687",21147,0.419,0.504
"688",1005,0.906,0.078
"689",21159,0.312,0.574
"690",49027,0.36,0.44
"691",1035,0.714,0.191
"692",19169,0.405,0.595
"693",13289,0.864,0.125
"694",39089,0.533,0.459
"695",13103,0.645,0.339
"696",41063,0.401,0.599
"697",5047,0.672,0.296
"698",45027,0.908,0.086
"699",51085,0.599,0.397
"700",13271,0.811,0.173
"701",27031,0.465952381,0.464285714
"702",1049,0.629,0.323
"703",1117,0.628,0.354
"704",5065,0.649,0.301
"705",24021,0.518,0.436
"706",30023,0.512,0.408
"707",27059,0.465952381,0.464285714
"708",48459,0.717,0.266
"709",48187,0.64,0.348
"710",18073,0.408,0.592
"711",17157,0.445,0.528
"712",35007,0.562,0.438
"713",37127,0.658,0.282
"714",27083,0.465952381,0.464285714
"715",47123,0.636,0.308
"716",47021,0.562,0.422
"717",31149,0.3,0.7
"718",36069,0.462,0.538
"719",1087,0.892,0.1
"720",49007,0.335,0.615
"721",44001,0.469941913,0.510046753
"722",20045,0.505,0.4475
"723",13085,0.53,0.455
"724",16033,0,1
"725",51117,0.803,0.191
"726",30027,0.509,0.436
"727",56019,0.5,0.5
"728",46051,0.558,0.442
"729",13189,0.847,0.148
"730",19117,0.6,0.4
"731",18033,0.473,0.527
"732",29135,0.446,0.537
"733",45071,0.81,0.179
"734",47071,0.707,0.274
"735",28087,0.824,0.173
"736",37129,0.484,0.486
"737",39017,0.534,0.46
"738",18147,0.507,0.493
"739",37003,0.458,0.448
"740",54103,0.274,0.565
"741",13029,0.633,0.355
"742",46077,0.551,0.449
"743",48141,0.66,0.315
"744",1055,0.746,0.226
"745",19147,0.534,0.466
"746",6097,0.509,0.484
"747",13179,0.797,0.194
"748",29115,0.505,0.473
"749",47169,0.725,0.255
"750",48169,0.565,0.355
"751",26095,0.355,0.618
"752",48329,0.63,0.346
"753",5131,0.611,0.368
"754",21217,0.503,0.448
"755",20033,0.478978495,0.459301075
"756",48125,0.52,0.44
"757",5135,0.642,0.31
"758",37091,0.675,0.222
"759",6081,0.609,0.386
"760",47039,0.675,0.268
"761",19097,0.5,0.46
"762",18069,0.405,0.595
"763",28043,0.86,0.129
"764",13297,0.699,0.294
"765",51167,0.599,0.388
"766",13131,0.759,0.223
"767",48383,0.632,0.368
"768",13107,0.831,0.159
"769",26113,0.39,0.577
"770",54037,0.45,0.501
"771",17117,0.429,0.55
"772",25019,0.480210633,0.519644715
"773",20161,0.4775,0.46625
"774",41047,0.47,0.53
"775",20019,0.478978495,0.459301075
"776",46095,0.397,0.603
"777",45061,0.876,0.114
"778",51720,0.538,0.45
"779",40001,0.334,0.558
"780",54051,0.312,0.56
"781",40133,0.391,0.501
"782",54089,0.375,0.51
"783",5105,0.529,0.349
"784",56021,0.51,0.49
"785",37081,0.56,0.417
"786",17041,0.422,0.562
"787",51055,0.635588992,0.359832052
"788",48449,0.701,0.258
"789",47187,0.603,0.39
"790",22053,0.56,0.317
"791",25027,0.450329188,0.529709169
"792",19133,0.602,0.388
"793",13031,0.607,0.388
"794",26083,0.398,0.584
"795",48297,0.677,0.24
"796",22117,0.693,0.214
"797",31165,0.571,0.429
"798",22079,0.713,0.219
"799",13223,0.656,0.338
"800",51678,0.611,0.38
"801",12089,0.562,0.398
"802",19187,0.542,0.45
"803",48293,0.791,0.193
"804",13197,0.763,0.212
"805",47069,0.877,0.115
"806",37095,0.48,0.405
"807",8021,0.584,0.4
"808",5119,0.764,0.229
"809",4007,0.592,0.352
"810",33011,0.420990336,0.579009664
"811",27047,0.465952381,0.464285714
"812",29165,0.471,0.521
"813",48469,0.645,0.327
"814",21101,0.434,0.429
"815",1073,0.816,0.174
"816",48215,0.691,0.273
"817",54027,0.33,0.505
"818",1031,0.772,0.201
"819",55017,0.438,0.557
"820",48041,0.491,0.494
"821",28015,0.9,0.089
"822",13051,0.723,0.272
"823",18079,0.476,0.524
"824",29051,0.453,0.535
"825",19013,0.467,0.529
"826",21125,0.491,0.459
"827",18009,0.49,0.51
"828",51173,0.586,0.402
"829",32031,0.459,0.54
"830",32003,0.549,0.451
"831",21033,0.343,0.521
"832",17111,0.385,0.611
"833",26143,0.473,0.483
"834",48361,0.681,0.3
"835",54071,0.386,0.486
"836",21231,0.556,0.394
"837",20077,0.478978495,0.459301075
"838",6109,0.513,0.472
"839",13311,0.524,0.463
"840",30093,0.507,0.431
"841",6007,0.4,0.589
"842",46057,0.592,0.408
"843",45089,0.885,0.107
"844",1029,0.732,0.238
"845",5147,0.662,0.224
"846",13207,0.801,0.192
"847",19019,0.525,0.475
"848",33025,0.381036672,0.599605761
"849",8079,0.381,0.595
"850",31111,0.475,0.525
"851",48095,0.692,0.282
"852",29143,0.642,0.335
"853",27023,0.465952381,0.464285714
"854",2188,0.140943573,0.85904472
"855",37059,0.54,0.404
"856",39055,0.54,0.455
"857",53045,0.255,0.736
"858",55075,0.486,0.508
"859",36089,0.411,0.589
"860",41061,0.409,0.591
"861",18127,0.415,0.585
"862",48123,0.703,0.271
"863",12043,0.499,0.403
"864",35035,0.527,0.473
"865",26151,0.42,0.538
"866",42111,0.482,0.496
"867",27061,0.465952381,0.464285714
"868",49049,0.142,0.853
"869",17175,0.471,0.514
"870",45053,0.851,0.138
"871",18027,0.435,0.565
"872",13117,0.538,0.457
"873",1019,0.661,0.249
"874",21027,0.459,0.458
"875",26031,0.426,0.556
"876",51057,0.822,0.17
"877",16011,0.232,0.764
"878",21067,0.528,0.45
"879",17029,0.399,0.59
"880",13175,0.822,0.162
"881",31027,0.465,0.535
"882",17139,0.44,0.54
"883",35045,0.525,0.475
"884",19119,0.402,0.568
"885",45001,0.818,0.17
"886",18083,0.495,0.505
"887",42081,0.44,0.545
"888",13089,0.715,0.283
"889",28133,0.878,0.113
"890",5025,0.688,0.247
"891",8075,0.513,0.467
"892",41015,0.476,0.524
"893",20113,0.46,0.47
"894",13059,0.507,0.49
"895",41035,0.446,0.554
"896",56029,0.385,0.615
"897",17125,0.492,0.489
"898",55065,0.464,0.529
"899",47119,0.636,0.351
"900",19129,0.511,0.489
"901",8105,0.435,0.546
"902",1107,0.762,0.148
"903",13009,0.794,0.199
"904",22081,0.753,0.166
"905",31157,0.374,0.626
"906",8019,0.442,0.553
"907",20025,0.478978495,0.459301075
"908",5109,0.642,0.299
"909",6057,0.395,0.598
"910",42103,0.512,0.481
"911",47163,0.541,0.439
"912",26163,0.6,0.384
"913",46127,0.554,0.446
"914",26153,0.457,0.506
"915",55117,0.454,0.54
"916",29085,0.537,0.441
"917",8113,0.212,0.783
"918",38023,0.444583333,0.477083333
"919",5029,0.621,0.297
"920",6103,0.477,0.496
"921",22101,0.729,0.196
"922",51095,0.651,0.343
"923",48385,0.538,0.442
"924",31125,0.56,0.44
"925",21185,0.524,0.444
"926",26103,0.356,0.617
"927",8083,0.324,0.673
"928",35033,0.621,0.379
"929",36087,0.605,0.395
"930",55085,0.394,0.602
"931",20103,0.465833333,0.46
"932",21155,0.503,0.426
"933",54059,0.214,0.483
"934",6033,0.464,0.521
"935",26003,0.371,0.6
"936",29113,0.431,0.546
"937",37193,0.504,0.426
"938",51021,0.517,0.471
"939",13309,0.859,0.126
"940",21057,0.448,0.5
"941",42115,0.505,0.482
"942",9009,0.520051635,0.459951248
"943",46003,0.532,0.468
"944",37131,0.684,0.229
"945",37119,0.603,0.383
"946",17047,0.481,0.498
"947",46103,0.459,0.541
"948",51047,0.547,0.444
"949",17095,0.467,0.521
"950",22023,0.374,0.401
"951",21145,0.438,0.465
"952",2164,0.206176471,0.793781513
"953",29009,0.516,0.47
"954",30015,0.575,0.377
"955",31033,0.389,0.611
"956",49011,0.173,0.824
"957",51165,0.47,0.526
"958",13305,0.732,0.247
"959",45049,0.88,0.11
"960",37157,0.544,0.365
"961",27149,0.465952381,0.464285714
"962",18045,0.472,0.528
"963",48149,0.639,0.338
"964",27063,0.465952381,0.464285714
"965",49013,0.294,0.69
"966",42061,0.433,0.553
"967",53011,0.215,0.783
"968",22111,0.687,0.181
"969",21219,0.351,0.535
"970",48409,0.732,0.236
"971",31141,0.542,0.458
"972",55125,0.396,0.601
"973",19173,0.7,0.3
"974",12045,0.474,0.434
"975",5069,0.787,0.168
